"From";"To";"Price";"Lux";"MV 8 pax";"Sprinter";"SUV";"Electric Standard";"Saloon";"Estate";"Executive";"MPV";"MV 6 pax";"MV 7 pax";"Businessvan 5 pax";"Businessvan 6 pax";"Standard Minibus 13pax";"Standard Minibus 9pax";"Minibus 19 pax";"Coach 30 pax";"Coach 45pax"
"Koh Samui - Mae Nam Port (Surat Thani )";"Phuket International Airport (HKT)";"0";"1147";"0";"0";"0";"0";"0";"0";"573";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Samui International Airport (USM)";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Samui Pier Thailand";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Taling Ngam Thailand";"56";"0";"0";"0";"0";"0";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Krabi International Airport (KBV)";"Ao Nang Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0"
"Krabi International Airport (KBV)";"Baan HuaHin (Koh Lanta) Thailand/ Hua Hin (Lanta) Thailand";"105";"0";"0";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"130";"0";"0";"0"
"Krabi International Airport (KBV)";"Don Sak Pier, Surat Thani";"181";"0";"0";"0";"0";"0";"181";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"0"
"Krabi International Airport (KBV)";"Hua Hin Pier (Excluding Ferry To Ko Lanta) Thailand";"105";"0";"0";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"130";"0";"0";"0"
"Krabi International Airport (KBV)";"Kamala beach, Phuket";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"141";"0";"0";"0"
"Krabi International Airport (KBV)";"Kata Village and Beach, Phuket";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"141";"0";"0";"0"
"Krabi International Airport (KBV)";"Khao Lak, Phang Nga";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"141";"0";"0";"0"
"Krabi International Airport (KBV)";"Klong Muang Thailand";"27";"0";"0";"0";"0";"0";"27";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"0"
"Krabi International Airport (KBV)";"Koh Lanta Island";"96";"0";"0";"0";"0";"0";"96";"0";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"0"
"Krabi International Airport (KBV)";"Krabi town";"27";"0";"0";"0";"0";"0";"27";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"0"
"Krabi International Airport (KBV)";"Mai Khao, Maikhao Phuket";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"141";"0";"0";"0"
"Krabi International Airport (KBV)";"Mueang, Phang Nga";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"141";"0";"0";"0"
"Krabi International Airport (KBV)";"PaTong, Phuket";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"141";"0";"0";"0"
"Krabi International Airport (KBV)";"Phuket International Airport (HKT)";"86";"0";"105";"0";"0";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Krabi International Airport (KBV)";"Railay, Krabi";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"141";"0";"0";"0"
"Krabi International Airport (KBV)";"Sakhu, Phuket";"96";"0";"115";"0";"0";"0";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Krabi International Airport (KBV)";"Surat Thani district";"181";"0";"0";"0";"0";"0";"181";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"0"
"Krabi International Airport (KBV)";"Trang Province";"181";"0";"0";"0";"0";"0";"181";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"0"
"Krabi International Airport (KBV)";"Tubkaek Beach, Krabi";"31";"0";"0";"0";"0";"0";"31";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"0"
"Krabi International Airport (KBV)";"Wichit, Mueang, Phuket";"96";"0";"115";"0";"0";"0";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pattaya–Rayong U-Tapao Airport (UTP)";"Bangkok SUVarnabhumi Airport (BKK)";"89";"425";"110";"0";"0";"0";"89";"0";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Pattaya–Rayong U-Tapao Airport (UTP)";"Pattaya";"45";"0";"0";"0";"0";"0";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Ao Luek District, Krabi";"88";"398";"0";"0";"0";"0";"88";"0";"199";"0";"0";"0";"0";"0";"0";"128";"0";"0";"0"
"Phuket International Airport (HKT)";"Ao Nam Mao, Krabi";"86";"0";"105";"0";"0";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Ao Nang, Krabi";"88";"478";"105";"0";"0";"0";"88";"0";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Ao Thalane Bay, Krabi";"86";"0";"105";"0";"0";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Bang Por";"0";"142";"0";"0";"0";"0";"0";"0";"71";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Bangkok";"475";"0";"510";"0";"0";"0";"475";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Chalong, Mueang, Phuket";"25";"142";"32";"0";"0";"0";"25";"0";"106";"0";"0";"0";"108";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Cheow Lan Dam, Surat Thani";"105";"0";"120";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Choeng Thale";"25";"142";"30";"0";"0";"0";"25";"0";"71";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Chumphon town";"220";"0";"240";"0";"0";"0";"220";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Doi Tung";"46";"0";"0";"0";"0";"0";"46";"0";"0";"0";"0";"0";"0";"0";"0";"70";"0";"0";"0"
"Phuket International Airport (HKT)";"Don Sak Pier, Surat Thani";"155";"685";"175";"0";"0";"0";"155";"0";"342";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Hat Yai, Songkhla";"275";"0";"290";"0";"0";"0";"275";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Hua Hin, PrachuapKhiriKhan";"310";"0";"410";"0";"0";"0";"310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Kalai, Phang Nga";"52";"0";"70";"0";"0";"0";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Kamala beach, Phuket";"25";"124";"30";"0";"0";"0";"25";"0";"88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Kao Lanta Pier Thailand";"142";"0";"0";"0";"0";"0";"142";"0";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"0"
"Phuket International Airport (HKT)";"Kapong, Phang Nga";"70";"0";"90";"0";"0";"0";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Karon Beach, Phuket";"25";"142";"32";"0";"0";"0";"25";"0";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Kata Village and Beach, Phuket";"22";"142";"32";"0";"0";"0";"22";"0";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Kathu, Phuket";"25";"0";"30";"0";"0";"0";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Kha Nom, Nakhon Si Thammarat";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Khao Lak, Phang Nga";"70";"287";"95";"0";"0";"0";"70";"0";"143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Khao Phanom District, Krabi";"105";"0";"120";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Khao Sok National Park, Surat Thani";"105";"478";"120";"0";"0";"0";"105";"0";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Khuan Tung Ku Pier, Trang";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Khura Buri district, Phang Nga";"105";"0";"120";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Klong Jilard Pier, Krabi town";"86";"557";"105";"0";"0";"0";"86";"0";"279";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Klong Muang Beach, Krabi";"140";"0";"155";"0";"0";"0";"140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Klong Muang Thailand";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"0"
"Phuket International Airport (HKT)";"Klong Thom District, Krabi";"105";"0";"120";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Ko Kaeo, Muaeng, Phuket";"27";"142";"0";"0";"0";"0";"27";"0";"72";"0";"0";"0";"0";"108";"0";"35";"0";"0";"0"
"Phuket International Airport (HKT)";"Ko Pha-ngan District, Surat Thani";"310";"0";"330";"0";"0";"0";"310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Koh Jum Island, Krabi";"105";"0";"120";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Koh Lanta Island";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"0"
"Phuket International Airport (HKT)";"Koh Samui - Mae Nam Port(Surat Thani )";"0";"1147";"0";"0";"0";"0";"0";"0";"573";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Koh Samui (Island)";"0";"0";"290";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Krabi International Airport (KBV)";"86";"0";"105";"0";"0";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Krabi town";"86";"0";"105";"0";"0";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Laem Khuat Pier, Krabi";"105";"0";"120";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Mai Khao, Maikhao Phuket";"24";"142";"0";"0";"0";"0";"24";"0";"71";"0";"0";"40";"0";"108";"0";"35";"0";"0";"0"
"Phuket International Airport (HKT)";"Mueang Phuket District";"32";"142";"32";"0";"0";"0";"32";"0";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Mueang, Phang Nga";"46";"0";"0";"0";"0";"0";"46";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"0"
"Phuket International Airport (HKT)";"Nakhon Si Thammarat city";"190";"0";"205";"0";"0";"0";"190";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Noppharat Thara Beach, Krabi";"86";"0";"105";"0";"0";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Pa Khlok, Phuket";"25";"142";"0";"0";"0";"0";"25";"0";"71";"0";"0";"0";"0";"108";"0";"35";"0";"0";"0"
"Phuket International Airport (HKT)";"Padang Besar (Malaysia border), Songkhla";"275";"0";"290";"0";"0";"0";"275";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Pak Bara, Satun";"220";"0";"240";"0";"0";"0";"220";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Pak Meng Beach,Trang";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Pakmeng Pier, Trang";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"PaTong, Phuket";"25";"124";"35";"0";"0";"0";"26";"0";"88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Phuket town";"22";"142";"29";"0";"0";"0";"22";"0";"71";"0";"0";"0";"0";"108";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Railay, Krabi";"86";"0";"105";"0";"0";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Ranong";"190";"0";"205";"0";"0";"0";"190";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Ratsada, Mueang, Phuket";"25";"142";"0";"0";"0";"0";"25";"0";"80";"0";"0";"0";"108";"0";"0";"35";"0";"0";"0"
"Phuket International Airport (HKT)";"Rawai, Mueang, Phuket";"38";"142";"51";"0";"0";"0";"38";"0";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Sadao Border (to Malaysia), Songkhla";"275";"0";"290";"0";"0";"0";"275";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Sakhu, Phuket";"25";"142";"32";"0";"0";"0";"25";"0";"71";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Samet Nang She viewpoint, Phang Nga";"52";"0";"70";"0";"0";"0";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Satun";"240";"0";"265";"0";"0";"0";"240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Si Sunthon, Phuket";"25";"0";"30";"0";"0";"0";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Sikao, Sikao District, Trang";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Songkhla Province";"255";"0";"275";"0";"0";"0";"255";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Surat Thani Airport (URT)";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Surat Thani district";"142";"637";"0";"0";"0";"0";"142";"0";"319";"0";"0";"0";"0";"0";"0";"178";"0";"0";"0"
"Phuket International Airport (HKT)";"Surat Thani Town";"155";"637";"175";"0";"0";"0";"155";"0";"319";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Thai Mueang, Phang Nga";"52";"0";"70";"0";"0";"0";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Thap Lamu Pier, Phang Nga";"52";"0";"70";"0";"0";"0";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Thap Put, Phang Nga";"70";"0";"90";"0";"0";"0";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Thep Krasatti, Phuket";"22";"0";"29";"0";"0";"0";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Trang Airport (TST), Khok Lo, Mueang Trang District";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Trang Province";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Trang Train Station";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Tubkaek Beach, Krabi";"86";"0";"105";"0";"0";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Phuket International Airport (HKT)";"Wichit, Mueang, Phuket";"25";"142";"0";"0";"0";"0";"25";"0";"106";"0";"0";"0";"0";"0";"0";"32";"0";"0";"0"
"Phuket International Airport (HKT)";"Yala city, Yala";"310";"0";"340";"0";"0";"0";"310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Samui International Airport (USM)";"Angthong district";"19";"0";"0";"0";"0";"0";"19";"0";"0";"0";"26";"0";"0";"0";"0";"58";"0";"0";"0"
"Samui International Airport (USM)";"Bang Por";"26";"0";"0";"0";"0";"0";"26";"0";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0"
"Samui International Airport (USM)";"Bangrak Beach";"19";"0";"0";"0";"0";"0";"19";"0";"0";"0";"26";"0";"0";"0";"0";"58";"0";"0";"0"
"Samui International Airport (USM)";"Bangrak Pier";"19";"0";"0";"0";"0";"0";"19";"0";"0";"0";"26";"0";"0";"0";"0";"0";"0";"0";"0"
"Samui International Airport (USM)";"Big Buddha";"19";"0";"0";"0";"0";"0";"19";"0";"81";"0";"26";"0";"0";"73";"0";"38";"0";"0";"0"
"Samui International Airport (USM)";"Bophut Beach";"19";"0";"0";"0";"0";"0";"19";"0";"81";"0";"26";"0";"0";"73";"0";"0";"0";"0";"0"
"Samui International Airport (USM)";"Chaweng, Samui, Thailand";"19";"0";"0";"0";"0";"0";"19";"0";"105";"0";"0";"0";"0";"97";"0";"38";"0";"0";"0"
"Samui International Airport (USM)";"Choengmom beach and gardens";"19";"0";"0";"0";"0";"0";"19";"0";"96";"0";"26";"0";"0";"73";"0";"38";"0";"0";"0"
"Samui International Airport (USM)";"Don Sak Pier, Surat Thani";"204";"0";"0";"0";"0";"0";"204";"0";"0";"0";"223";"0";"0";"0";"0";"115";"0";"0";"0"
"Samui International Airport (USM)";"Hua Thanon, Samui";"26";"0";"0";"0";"0";"0";"26";"0";"0";"0";"33";"0";"0";"0";"0";"58";"0";"0";"0"
"Samui International Airport (USM)";"Koh Matsum (Including boat transfer) Thailand";"95";"0";"0";"0";"0";"0";"95";"0";"0";"0";"0";"0";"0";"0";"0";"115";"0";"0";"0"
"Samui International Airport (USM)";"Koh Phangan (Closest Pier to Embark) Thailand";"22";"0";"0";"0";"0";"0";"22";"0";"0";"0";"0";"0";"0";"0";"0";"115";"0";"0";"0"
"Samui International Airport (USM)";"Koh Samui - Mae Nam Port(Surat Thani )";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Samui International Airport (USM)";"Koh Samui (Island)";"19";"0";"0";"0";"0";"0";"19";"0";"0";"0";"26";"0";"0";"0";"0";"0";"0";"0";"0"
"Samui International Airport (USM)";"Laem Set, Koh Samui, Surat Thani";"26";"0";"0";"0";"0";"0";"26";"0";"111";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0"
"Samui International Airport (USM)";"Lamai Thailand";"26";"0";"0";"0";"0";"0";"26";"0";"105";"0";"0";"0";"0";"115";"0";"38";"0";"0";"0"
"Samui International Airport (USM)";"Lipa-Noi";"37";"0";"0";"0";"0";"0";"37";"0";"111";"0";"52";"0";"0";"115";"0";"65";"0";"0";"0"
"Samui International Airport (USM)";"Mae Nam Ko Samui Thailand";"22";"0";"0";"0";"0";"0";"22";"0";"99";"0";"0";"0";"0";"91";"0";"38";"0";"0";"0"
"Samui International Airport (USM)";"Nathon-Lipa Thailand";"33";"0";"0";"0";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Samui International Airport (USM)";"Samui Pier Thailand";"19";"0";"0";"0";"0";"0";"19";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"0";"0"
"Samui International Airport (USM)";"Taling Ngam Thailand";"37";"96";"0";"0";"0";"0";"37";"0";"118";"0";"0";"0";"0";"0";"0";"52";"0";"0";"0"
"Surat Thani Airport (URT)";"Ao Luek District, Krabi";"161";"0";"0";"0";"0";"0";"161";"0";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"0"
"Surat Thani Airport (URT)";"Ao Nang, Krabi";"161";"0";"0";"0";"0";"0";"161";"0";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"0"
"Surat Thani Airport (URT)";"Chalong, Mueang, Phuket";"155";"0";"0";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Surat Thani Airport (URT)";"Choeng Thale";"217";"0";"217";"0";"0";"0";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Surat Thani Airport (URT)";"Don Sak Pier, Surat Thani";"116";"0";"0";"0";"0";"0";"116";"0";"0";"0";"0";"0";"0";"0";"0";"116";"0";"0";"0"
"Surat Thani Airport (URT)";"Kamala beach, Phuket";"155";"0";"0";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Surat Thani Airport (URT)";"Kao Lanta Pier Thailand";"161";"0";"0";"0";"0";"0";"161";"0";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"0"
"Surat Thani Airport (URT)";"Karon Beach, Phuket";"217";"0";"0";"0";"0";"0";"217";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Surat Thani Airport (URT)";"Kata Village and Beach, Phuket";"217";"0";"0";"0";"0";"0";"217";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Surat Thani Airport (URT)";"Khao Lak, Phang Nga";"208";"0";"0";"0";"0";"0";"208";"0";"0";"0";"0";"0";"0";"0";"0";"208";"0";"0";"0"
"Surat Thani Airport (URT)";"Khao Sok National Park, Surat Thani";"161";"0";"0";"0";"0";"0";"161";"0";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"0"
"Surat Thani Airport (URT)";"Ko Kaeo, Muaeng, Phuket";"217";"0";"0";"0";"0";"0";"217";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Surat Thani Airport (URT)";"Mai Khao, Maikhao Phuket";"155";"0";"0";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"0"
"Surat Thani Airport (URT)";"Pa Khlok, Phuket";"217";"0";"0";"0";"0";"0";"217";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Surat Thani Airport (URT)";"PaTong, Phuket";"217";"0";"0";"0";"0";"0";"217";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Surat Thani Airport (URT)";"Phuket International Airport (HKT)";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Surat Thani Airport (URT)";"Phuket town";"217";"0";"0";"0";"0";"0";"217";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Surat Thani Airport (URT)";"Ratsada, Mueang, Phuket";"217";"0";"0";"0";"0";"0";"217";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Surat Thani Airport (URT)";"Rawai, Mueang, Phuket";"155";"0";"217";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Surat Thani Airport (URT)";"Sakhu, Phuket";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Surat Thani Airport (URT)";"Surat Thani district";"43";"0";"0";"0";"0";"0";"43";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"0"
"Surat Thani Airport (URT)";"Wichit, Mueang, Phuket";"155";"0";"0";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"0"
"Trang Airport (TST)";"Kamala beach, Phuket";"165";"0";"185";"0";"0";"0";"165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Trang Airport (TST)";"Phuket International Airport (HKT)";"155";"0";"175";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Trang Airport (TST)";"Railay, Krabi";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"0";"0";"0";"0";"0"
"Trang Airport (TST)";"Sakhu, Phuket";"165";"0";"185";"0";"0";"0";"165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Trang Airport (TST)";"Wichit, Mueang, Phuket";"165";"0";"185";"0";"0";"0";"165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Adrasan";"95";"0";"0";"0";"0";"0";"95";"0";"0";"95";"0";"0";"149";"0";"115";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Aksu (Antalya)";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"35";"0";"50";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Alanya";"115";"0";"0";"0";"0";"0";"115";"0";"0";"115";"115";"0";"158";"0";"134";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Alara";"90";"0";"0";"0";"0";"0";"90";"0";"0";"90";"90";"0";"0";"0";"0";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Antalya city centre district";"34";"0";"0";"0";"0";"0";"34";"0";"0";"34";"0";"0";"40";"0";"30";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Antalya cruise port Akdeniz";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"35";"0";"60";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Avsallar";"101";"0";"0";"0";"0";"0";"101";"0";"0";"101";"101";"0";"135";"0";"120";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Beldibi town, Kemer";"38";"0";"0";"0";"0";"0";"38";"0";"0";"38";"0";"0";"74";"0";"47";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Belek";"40";"0";"0";"0";"0";"0";"40";"0";"0";"40";"0";"0";"74";"0";"50";"0";"0";"0";"0"
